项目名称,负责人工号,承担单位,开始时间,立项年度,项目结束时间,项目子类,甲方单位,合同金额,科研认领金额,财务上账金额,审核状态,立项途径,合同状态
64通道高低能安检X探测器设计和仿真,5224911,电子科学与工程学院（示范性微电子学院）,2018-11-10,2018,2019-11-09,技术开发,无锡中微晶园电子有限公司,88,88,88,财务通过，立项完成,直接立项,进行中
超高速飞行器等离子体减阻技术研究,5225243,信息地学研究中心,2018-11-10,2018,2019-09-30,技术开发,北京宇航系统工程研究所,10,10,9.708738,财务通过，立项完成,直接立项,进行中
电子科技大学-汉腾汽车共建研究院启动资金,8210649,公共安全信息和装备集成技术研究中心,2018-11-08,2018,2023-11-08,校企联合科研平台,汉腾汽车有限公司,100,100,100,财务通过，立项完成,直接立项,进行中
PCB缺陷检测软件系统,7080759,航空航天学院,2018-11-08,2018,2019-02-28,技术开发,深圳市红点精工科技有限公司,20,10,10,财务通过，立项完成,直接立项,进行中
AuCu、Mg、Zn、MgAl、ZnAl、AlNi金属薄膜及Ti/Al/Ni多层膜研制,5224399,电子科学与工程学院（示范性微电子学院）,2018-11-08,2018,2019-11-07,技术开发,中国工程物理研究院化工材料研究所,52,52,52,财务通过，立项完成,直接立项,已结题
多次自增压一体式射流装置样机研制与试验,7110644,机械与电气工程学院,2018-11-07,2018,2019-09-30,技术开发,北京空间飞行器总体设计部,20,20,19.417475,财务通过，立项完成,直接立项,进行中
轻薄化阵面样件研制,6186852,电子科学与工程学院（示范性微电子学院）,2018-11-07,2018,2019-01-31,技术开发,中国电子科技集团公司第十四研究所,42.5,0,0,学校通过,直接立项,进行中
低时延大连接新型多址和用户检测技术,7060689,通信抗干扰技术国家级重点实验室,2018-11-07,2018,2019-11-07,技术开发,华为技术有限公司,55.62,55.62,54,财务通过，立项完成,直接立项,进行中
主机条纹相机电磁脉冲防护研究,7140691,材料与能源学院,2018-11-05,2018,2019-02-05,技术开发,中国工程物理研究院物资部,9.4,9.4,9.126214,财务通过，立项完成,直接立项,进行中
装置及其典型产品可靠性评估方法,5224905,经济与管理学院,2018-11-05,2018,2020-02-05,咨询/外币结算,中国工程物理研究院激光聚变研究中心,34.8,33.06,32.097087,财务通过，立项完成,直接立项,进行中
甲扎尔甲山洞窟壁画赋存岩体 地质缺陷探测,8190628,资源与环境学院,2018-11-05,2018,2018-12-04,技术开发,四川省文物考古研究院,5.5,5.5,5.339806,财务通过，立项完成,直接立项,进行中
激光三维扫描重构原理样机集成开发,5224626,机械与电气工程学院,2018-11-05,2018,2020-08-20,技术开发,中国核动力研究设计院第一研究所,160,160,155.339806,财务通过，立项完成,直接立项,进行中
概率随机化译码算法研究,7060720,通信抗干扰技术国家级重点实验室,2018-11-05,2018,2019-11-04,技术开发,华为技术有限公司,46.35,0,0,学校通过,直接立项,进行中
智能工程作业系统关键技术及测试平台研发,5224691,综合电子系统技术教育部重点实验室(B类),2018-11-05,2018,2024-11-05,技术开发,成都优迪软件技术有限公司,480,0,0,学校通过,直接立项,进行中
基于XXX方法的知识产权咨询服务,5231090,电子科学与工程学院（示范性微电子学院）,2018-11-02,2018,2019-02-02,咨询/外币结算,陆军工程大学通信士官学校,1.16,1.16,1.126214,财务通过，立项完成,直接立项,进行中
企业文化构建和信息化建设方案,5223952,马克思主义学院,2018-11-02,2018,2019-11-01,咨询/外币结算,成都鑫博泰房地产营销策划有限公司,135,135,131.06796,财务通过，立项完成,直接立项,进行中
